employee_id,Department,JobRole,Gender,Age,Education,BusinessTravel,YearsAtCompany,JobLevel,MonthlyIncome,orientation_completed,training_completion_percent,onboarding_days,onboarding_status,manager_assigned,buddy_assigned,first_week_checkin,onboarding_completion_date,total_tickets,high_priority_tickets,avg_resolution_hours,total_tool_actions,unique_tools_used
680,Research & Development,Research Scientist,Female,30,3,Travel_Frequently,1,1,2083,Yes,87.6,16,Completed,Yes,Yes,Yes,2025-10-30,2.0,0.0,3.7,2,2
682,Sales,Sales Executive,Female,53,1,Travel_Rarely,14,2,8381,Yes,90.0,18,Completed,Yes,Yes,Yes,2016-08-20,2.0,1.0,9.1,2,2
683,Research & Development,Research Scientist,Male,34,5,Travel_Rarely,10,1,2691,Yes,96.1,6,Completed,Yes,Yes,Yes,2016-08-08,2.0,1.0,3.95,4,4
684,Sales,Sales Executive,Female,45,4,Travel_Frequently,1,2,4286,Yes,40.7,17,In Progress,Yes,No,Yes,,1.0,0.0,2.4,1,1
686,Research & Development,Laboratory Technician,Female,26,3,Travel_Rarely,3,1,2659,Yes,86.3,11,Completed,Yes,Yes,Yes,2023-06-18,0.0,0.0,,5,5
689,Research & Development,Manufacturing Director,Male,37,3,Travel_Rarely,10,3,9434,Yes,88.1,15,Completed,Yes,Yes,Yes,2016-08-17,0.0,0.0,,3,3
690,Sales,Sales Executive,Female,29,2,Travel_Rarely,6,2,5561,Yes,85.8,11,Completed,Yes,Yes,Yes,2020-07-17,0.0,0.0,,6,5
691,Research & Development,Research Scientist,Male,35,4,Travel_Rarely,17,2,6646,Yes,99.3,7,Completed,Yes,Yes,Yes,2016-08-09,1.0,0.0,4.0,7,6
692,Research & Development,Healthcare Representative,Male,33,3,Travel_Frequently,13,2,7725,Yes,99.0,12,Completed,Yes,Yes,Yes,2016-08-14,0.0,0.0,,7,6
698,Human Resources,Human Resources,Male,54,4,Travel_Rarely,9,3,10725,Yes,93.8,10,Completed,Yes,Yes,Yes,2017-06-20,0.0,0.0,,4,4
699,Research & Development,Manufacturing Director,Male,36,2,Travel_Rarely,3,2,8847,Yes,88.7,6,Completed,Yes,Yes,Yes,2023-08-02,0.0,0.0,,5,5
700,Research & Development,Research Scientist,Male,27,4,Travel_Rarely,4,1,2045,Yes,88.7,11,Completed,Yes,Yes,Yes,2022-07-28,1.0,1.0,30.5,9,8
701,Research & Development,Research Scientist,Male,20,1,Travel_Rarely,1,1,1009,Yes,97.4,16,Completed,Yes,Yes,Yes,2025-10-06,3.0,1.0,12.1,2,2
702,Research & Development,Research Scientist,Male,33,3,Travel_Frequently,10,1,3348,Yes,84.4,17,Completed,Yes,Yes,Yes,2016-08-19,1.0,0.0,5.4,5,5
704,Research & Development,Laboratory Technician,Male,35,3,Non-Travel,1,1,1281,Yes,92.7,13,Completed,Yes,Yes,Yes,2026-01-02,2.0,0.0,6.2,2,2
705,Research & Development,Research Scientist,Male,23,3,Travel_Rarely,3,1,2819,Yes,83.9,17,Completed,Yes,Yes,Yes,2023-07-17,2.0,0.0,6.699999999999999,4,4
707,Sales,Sales Executive,Male,25,3,Travel_Rarely,3,2,4851,Yes,87.0,18,Completed,Yes,Yes,Yes,2023-07-28,0.0,0.0,,3,3
709,Sales,Sales Executive,Female,38,4,Travel_Rarely,7,2,4028,Yes,96.3,8,Completed,Yes,Yes,Yes,2019-06-30,0.0,0.0,,6,6
710,Research & Development,Research Scientist,Male,29,4,Travel_Frequently,10,1,2720,Yes,82.9,8,Completed,Yes,Yes,Yes,2016-08-10,1.0,0.0,1.7,5,5
712,Sales,Sales Executive,Male,48,1,Travel_Rarely,2,2,8120,Yes,92.0,17,Completed,Yes,Yes,Yes,2024-08-06,0.0,0.0,,6,6
714,Sales,Sales Executive,Female,27,1,Travel_Frequently,6,2,4647,Yes,93.1,7,Completed,Yes,Yes,Yes,2020-06-21,0.0,0.0,,9,5
715,Research & Development,Research Scientist,Male,37,2,Travel_Rarely,1,1,4680,Yes,95.1,17,Completed,Yes,Yes,Yes,2025-09-11,1.0,0.0,11.6,7,7
716,Research & Development,Laboratory Technician,Male,50,1,Travel_Rarely,20,1,3221,Yes,89.0,14,Completed,Yes,Yes,Yes,2016-08-16,0.0,0.0,,8,6
717,Research & Development,Healthcare Representative,Female,34,3,Travel_Rarely,8,3,8621,Yes,92.7,14,Completed,Yes,Yes,Yes,2018-07-06,0.0,0.0,,8,6
720,Sales,Sales Executive,Female,24,2,Travel_Rarely,2,2,4577,Yes,97.3,15,Completed,Yes,Yes,Yes,2024-07-26,1.0,0.0,8.1,6,4
721,Research & Development,Healthcare Representative,Female,39,4,Travel_Rarely,20,2,4553,Yes,83.0,6,Completed,Yes,Yes,Yes,2016-08-08,1.0,0.0,4.0,6,5
722,Sales,Sales Executive,Male,32,3,Travel_Rarely,10,2,5396,Yes,88.8,9,Completed,Yes,Yes,Yes,2016-08-11,0.0,0.0,,9,7
723,Sales,Sales Executive,Male,50,2,Travel_Frequently,4,2,6796,Yes,85.5,5,Completed,Yes,Yes,Yes,2022-06-17,0.0,0.0,,5,5
724,Research & Development,Healthcare Representative,Female,38,4,Travel_Rarely,9,2,7625,Yes,90.1,9,Completed,Yes,Yes,Yes,2017-07-20,0.0,0.0,,9,6
725,Research & Development,Manufacturing Director,Female,27,2,Travel_Rarely,9,3,7412,Yes,89.0,5,Completed,Yes,Yes,Yes,2017-07-09,0.0,0.0,,3,3
727,Research & Development,Research Director,Female,32,2,Travel_Rarely,7,3,11159,Yes,96.6,6,Completed,Yes,Yes,Yes,2019-07-16,1.0,0.0,1.5,8,6
728,Sales,Sales Executive,Male,47,4,Travel_Rarely,7,2,4960,Yes,97.3,18,Completed,Yes,Yes,Yes,2019-07-10,0.0,0.0,,3,2
729,Sales,Sales Executive,Male,40,4,Travel_Frequently,18,3,10475,Yes,92.3,13,Completed,Yes,Yes,Yes,2016-08-15,0.0,0.0,,4,4
730,Research & Development,Research Director,Male,53,3,Travel_Rarely,5,4,14814,Yes,89.3,13,Completed,Yes,Yes,Yes,2021-07-21,0.0,0.0,,6,6
731,Human Resources,Manager,Male,41,4,Travel_Rarely,21,5,19141,Yes,94.8,5,Completed,Yes,Yes,Yes,2016-08-07,0.0,0.0,,5,5
732,Sales,Sales Executive,Male,60,4,Travel_Rarely,2,2,5405,Yes,98.2,14,Completed,Yes,Yes,Yes,2024-07-17,0.0,0.0,,5,4
733,Research & Development,Manufacturing Director,Male,27,2,Travel_Frequently,9,3,8793,Yes,83.8,14,Completed,Yes,Yes,Yes,2017-07-06,0.0,0.0,,5,5
734,Human Resources,Manager,Male,41,3,Travel_Rarely,22,5,19189,Yes,90.0,5,Completed,Yes,Yes,Yes,2016-08-07,1.0,0.0,10.2,8,6
738,Sales,Sales Representative,Male,50,4,Travel_Rarely,2,1,3875,Yes,82.1,18,Completed,Yes,Yes,Yes,2024-07-21,0.0,0.0,,7,6
741,Research & Development,Research Scientist,Female,28,2,Travel_Rarely,7,1,2216,Yes,99.6,6,Completed,Yes,Yes,Yes,2019-07-18,0.0,0.0,,7,6
742,Research & Development,Research Director,Female,36,3,Non-Travel,8,3,11713,Yes,92.9,5,Completed,Yes,Yes,Yes,2018-07-06,0.0,0.0,,5,4
743,Research & Development,Manufacturing Director,Female,38,3,Travel_Rarely,1,3,7861,Yes,99.8,13,Completed,Yes,Yes,Yes,2025-12-13,3.0,1.0,8.5,2,2
744,Research & Development,Laboratory Technician,Male,44,3,Non-Travel,5,1,3708,Yes,92.2,10,Completed,Yes,Yes,Yes,2021-07-09,0.0,0.0,,7,6
746,Sales,Sales Executive,Female,47,3,Travel_Frequently,22,4,13770,Yes,98.4,11,Completed,Yes,Yes,Yes,2016-08-13,0.0,0.0,,6,5
747,Sales,Sales Executive,Male,30,5,Travel_Rarely,8,2,5304,Yes,95.5,15,Completed,Yes,Yes,Yes,2018-07-22,0.0,0.0,,6,4
749,Sales,Sales Representative,Male,29,3,Travel_Rarely,1,1,2642,Yes,92.6,10,Completed,Yes,Yes,Yes,2025-09-11,1.0,0.0,2.9,5,3
752,Research & Development,Research Scientist,Male,42,3,Travel_Frequently,2,1,2759,Yes,86.6,13,Completed,Yes,Yes,Yes,2024-08-09,0.0,0.0,,7,5
754,Sales,Sales Executive,Male,43,3,Travel_Frequently,2,2,6804,Yes,87.7,9,Completed,Yes,Yes,Yes,2024-06-27,0.0,0.0,,5,4
757,Research & Development,Healthcare Representative,Female,34,2,Travel_Rarely,5,2,6142,Yes,97.0,14,Completed,Yes,Yes,Yes,2021-06-30,0.0,0.0,,9,7
758,Research & Development,Laboratory Technician,Male,23,1,Travel_Rarely,4,1,2500,Yes,83.0,6,Completed,Yes,Yes,Yes,2022-06-13,0.0,0.0,,5,5
760,Human Resources,Human Resources,Female,39,3,Travel_Rarely,8,2,6389,Yes,93.3,10,Completed,Yes,Yes,Yes,2018-07-06,1.0,1.0,56.8,8,6
762,Research & Development,Healthcare Representative,Male,56,3,Travel_Rarely,10,4,11103,Yes,99.4,16,Completed,Yes,Yes,Yes,2016-08-18,1.0,1.0,44.7,8,7
763,Research & Development,Research Scientist,Female,40,1,Travel_Rarely,4,1,2342,Yes,87.8,14,Completed,Yes,Yes,Yes,2022-07-04,1.0,0.0,0.8,8,7
764,Research & Development,Healthcare Representative,Female,27,3,Travel_Rarely,7,2,6811,Yes,98.8,9,Completed,Yes,Yes,Yes,2019-06-27,0.0,0.0,,4,4
766,Sales,Sales Representative,Male,29,3,Travel_Rarely,2,1,2297,Yes,87.5,17,Completed,Yes,Yes,Yes,2024-07-13,1.0,0.0,8.3,7,6
769,Research & Development,Laboratory Technician,Male,53,3,Travel_Rarely,2,2,2450,Yes,96.3,15,Completed,Yes,Yes,Yes,2024-07-25,0.0,0.0,,3,2
771,Research & Development,Healthcare Representative,Female,35,4,Non-Travel,1,2,5093,Yes,94.8,15,Completed,Yes,Yes,Yes,2025-08-21,2.0,0.0,5.0,4,3
772,Research & Development,Laboratory Technician,Male,32,4,Travel_Frequently,10,2,5309,Yes,90.5,15,Completed,Yes,Yes,Yes,2016-08-17,0.0,0.0,,3,3
773,Research & Development,Research Scientist,Male,38,5,Travel_Rarely,1,1,3057,Yes,87.2,10,Completed,Yes,Yes,Yes,2025-08-24,1.0,0.0,0.8,8,6
775,Research & Development,Manufacturing Director,Female,34,5,Travel_Rarely,0,2,5121,Yes,84.3,17,Completed,Yes,Yes,Yes,2026-05-20,2.0,2.0,33.1,5,4
776,Sales,Manager,Male,52,4,Travel_Rarely,34,4,16856,Yes,83.8,7,Completed,Yes,Yes,Yes,2016-08-09,2.0,1.0,19.4,2,2
780,Research & Development,Research Scientist,Male,33,4,Travel_Rarely,10,1,2686,Yes,81.5,18,Completed,Yes,Yes,Yes,2016-08-20,0.0,0.0,,3,3
781,Sales,Sales Executive,Female,25,1,Travel_Rarely,6,2,6180,Yes,82.0,17,Completed,Yes,Yes,Yes,2020-06-29,2.0,0.0,3.6,7,6
783,Sales,Sales Representative,Male,45,2,Travel_Rarely,8,2,6632,Yes,96.7,13,Completed,Yes,Yes,Yes,2018-07-12,1.0,0.0,3.9,6,6
784,Research & Development,Research Scientist,Male,23,1,Travel_Rarely,2,1,3505,Yes,93.2,17,Completed,Yes,Yes,Yes,2024-08-15,0.0,0.0,,5,5
785,Sales,Sales Executive,Female,47,2,Travel_Frequently,5,2,6397,Yes,82.6,11,Completed,Yes,Yes,Yes,2021-07-04,1.0,0.0,6.9,6,5
786,Sales,Sales Executive,Male,34,3,Travel_Rarely,6,2,6274,Yes,83.2,18,Completed,Yes,Yes,Yes,2020-08-10,0.0,0.0,,4,4
787,Research & Development,Manager,Male,55,3,Travel_Rarely,5,5,19859,Yes,95.4,17,Completed,Yes,Yes,Yes,2021-07-05,0.0,0.0,,5,5
789,Sales,Sales Executive,Male,36,4,Non-Travel,10,3,7587,Yes,83.3,12,Completed,Yes,Yes,Yes,2016-08-14,0.0,0.0,,4,4
791,Research & Development,Research Scientist,Male,52,4,Non-Travel,4,1,4258,Yes,88.2,15,Completed,Yes,Yes,Yes,2022-08-14,0.0,0.0,,6,6
792,Research & Development,Laboratory Technician,Female,26,2,Travel_Frequently,2,1,4364,Yes,84.8,12,Completed,Yes,Yes,Yes,2024-06-27,0.0,0.0,,5,5
793,Research & Development,Healthcare Representative,Female,29,3,Travel_Rarely,8,2,4335,Yes,85.7,16,Completed,Yes,Yes,Yes,2018-07-10,1.0,0.0,2.2,6,6
796,Sales,Sales Executive,Male,26,3,Travel_Rarely,4,2,5326,Yes,89.0,13,Completed,Yes,Yes,Yes,2022-06-25,0.0,0.0,,5,4
797,Research & Development,Research Scientist,Female,34,4,Travel_Rarely,4,1,3280,Yes,86.2,17,Completed,Yes,Yes,Yes,2022-08-03,0.0,0.0,,5,5
799,Research & Development,Manufacturing Director,Female,54,4,Travel_Rarely,5,2,5485,Yes,89.4,18,Completed,Yes,Yes,Yes,2021-06-30,0.0,0.0,,3,3
800,Sales,Sales Executive,Male,27,1,Travel_Frequently,4,2,4342,Yes,87.4,14,Completed,Yes,Yes,Yes,2022-08-03,0.0,0.0,,5,4
802,Research & Development,Research Scientist,Female,37,1,Travel_Rarely,5,1,2782,Yes,89.2,9,Completed,Yes,Yes,Yes,2021-07-13,0.0,0.0,,4,4
803,Research & Development,Manufacturing Director,Female,38,4,Travel_Frequently,15,2,5980,Yes,87.6,13,Completed,Yes,Yes,Yes,2016-08-15,0.0,0.0,,8,7
804,Research & Development,Research Scientist,Female,34,4,Travel_Rarely,6,1,4381,Yes,99.3,18,Completed,Yes,Yes,Yes,2020-07-24,0.0,0.0,,5,5
805,Sales,Sales Representative,Female,35,4,Travel_Rarely,3,1,2572,Yes,96.0,7,Completed,Yes,Yes,Yes,2023-07-27,1.0,0.0,6.6,5,4
806,Research & Development,Laboratory Technician,Male,30,3,Travel_Rarely,2,1,3833,Yes,85.0,15,Completed,Yes,Yes,Yes,2024-06-21,1.0,0.0,1.8,5,4
807,Research & Development,Healthcare Representative,Female,40,2,Travel_Frequently,8,2,4244,Yes,97.5,13,Completed,Yes,Yes,Yes,2018-07-16,1.0,0.0,11.9,7,7
808,Sales,Sales Executive,Female,34,2,Travel_Rarely,3,2,6500,Yes,82.1,18,Completed,Yes,Yes,Yes,2023-06-21,0.0,0.0,,3,3
809,Research & Development,Manager,Male,42,3,Travel_Frequently,24,5,18430,Yes,97.0,9,Completed,Yes,Yes,Yes,2016-08-11,0.0,0.0,,6,4
811,Research & Development,Laboratory Technician,Male,23,3,Travel_Rarely,0,1,1601,Yes,76.1,19,In Progress,Yes,No,Yes,,4.0,2.0,20.375,3,3
812,Research & Development,Laboratory Technician,Male,24,3,Non-Travel,1,1,2694,Yes,98.2,18,Completed,Yes,Yes,Yes,2025-10-31,2.0,0.0,2.4,6,6
813,Research & Development,Laboratory Technician,Female,52,4,Travel_Rarely,5,2,3149,Yes,97.7,5,Completed,Yes,Yes,Yes,2021-07-09,0.0,0.0,,4,4
815,Research & Development,Research Director,Male,50,3,Travel_Rarely,4,4,17639,Yes,81.1,13,Completed,Yes,Yes,Yes,2022-07-19,1.0,1.0,24.8,6,6
816,Research & Development,Laboratory Technician,Female,29,2,Travel_Rarely,1,1,2319,Yes,99.9,10,Completed,Yes,Yes,Yes,2025-11-08,1.0,0.0,4.9,9,7
817,Research & Development,Research Director,Male,33,3,Travel_Rarely,13,3,11691,Yes,80.6,6,Completed,Yes,Yes,Yes,2016-08-08,1.0,0.0,2.5,8,6
819,Sales,Sales Executive,Female,33,3,Travel_Rarely,3,2,5324,Yes,94.3,10,Completed,Yes,Yes,Yes,2023-06-19,0.0,0.0,,9,7
820,Research & Development,Manager,Female,47,2,Travel_Rarely,26,4,16752,Yes,82.9,5,Completed,Yes,Yes,Yes,2016-08-07,0.0,0.0,,5,5
823,Research & Development,Manufacturing Director,Female,36,3,Travel_Rarely,9,2,5228,Yes,98.3,12,Completed,Yes,Yes,Yes,2017-07-27,1.0,0.0,3.0,7,6
824,Research & Development,Research Scientist,Male,29,2,Travel_Rarely,10,1,2700,Yes,96.6,17,Completed,Yes,Yes,Yes,2016-08-19,0.0,0.0,,4,3
825,Research & Development,Research Director,Male,58,4,Travel_Rarely,31,5,19246,Yes,89.4,14,Completed,Yes,Yes,Yes,2016-08-16,0.0,0.0,,7,7
826,Research & Development,Research Scientist,Female,35,4,Travel_Rarely,2,1,2506,Yes,98.1,5,Completed,Yes,Yes,Yes,2024-08-05,0.0,0.0,,6,4
827,Research & Development,Manufacturing Director,Female,42,2,Travel_Rarely,4,2,6062,Yes,84.3,7,Completed,Yes,Yes,Yes,2022-07-23,1.0,0.0,2.6,4,4
828,Research & Development,Research Scientist,Male,28,4,Travel_Rarely,2,1,4382,Yes,98.8,14,Completed,Yes,Yes,Yes,2024-07-10,0.0,0.0,,5,5
829,Human Resources,Human Resources,Male,36,3,Travel_Rarely,5,1,2143,Yes,88.5,17,Completed,Yes,Yes,Yes,2021-07-16,0.0,0.0,,4,4
830,Research & Development,Manufacturing Director,Female,32,3,Travel_Rarely,14,2,6162,Yes,84.8,6,Completed,Yes,Yes,Yes,2016-08-08,1.0,1.0,19.9,6,3
832,Research & Development,Laboratory Technician,Male,40,4,Travel_Frequently,1,2,5094,Yes,92.8,14,Completed,Yes,Yes,Yes,2026-02-03,4.0,1.0,10.75,3,3
833,Research & Development,Manufacturing Director,Female,30,3,Travel_Rarely,0,2,6877,Yes,96.7,12,Completed,Yes,Yes,Yes,2026-04-07,3.0,0.0,4.666666666666667,2,2
834,Research & Development,Research Scientist,Female,45,3,Travel_Rarely,1,1,2274,Yes,92.6,14,Completed,Yes,Yes,Yes,2025-09-16,2.0,0.0,8.15,4,3
836,Research & Development,Manufacturing Director,Male,42,3,Travel_Rarely,9,2,4434,Yes,94.4,9,Completed,Yes,Yes,Yes,2017-07-27,0.0,0.0,,6,5
837,Research & Development,Healthcare Representative,Male,38,3,Travel_Frequently,4,2,6288,Yes,80.0,10,Completed,Yes,Yes,Yes,2022-07-15,0.0,0.0,,5,5
838,Research & Development,Research Scientist,Female,34,4,Travel_Frequently,5,1,2553,Yes,91.4,7,Completed,Yes,Yes,Yes,2021-07-24,0.0,0.0,,8,7
840,Sales,Sales Executive,Female,49,3,Travel_Rarely,9,3,7654,Yes,93.4,13,Completed,Yes,Yes,Yes,2017-07-04,2.0,1.0,27.1,4,3
842,Sales,Sales Executive,Male,55,1,Travel_Rarely,9,2,5160,Yes,81.4,13,Completed,Yes,Yes,Yes,2017-07-23,2.0,0.0,4.8,7,6
843,Research & Development,Research Director,Male,43,2,Travel_Rarely,4,4,17159,Yes,90.1,13,Completed,Yes,Yes,Yes,2022-07-11,1.0,0.0,3.7,4,4
844,Research & Development,Research Director,Male,27,1,Travel_Rarely,9,3,12808,Yes,80.4,18,Completed,Yes,Yes,Yes,2017-07-16,0.0,0.0,,4,4
845,Research & Development,Manufacturing Director,Male,35,3,Travel_Rarely,8,3,10221,Yes,80.9,11,Completed,Yes,Yes,Yes,2018-07-14,0.0,0.0,,4,4
846,Sales,Sales Executive,Female,28,4,Travel_Rarely,8,2,4779,Yes,85.1,5,Completed,Yes,Yes,Yes,2018-07-15,0.0,0.0,,9,8
847,Human Resources,Human Resources,Male,34,2,Travel_Rarely,3,1,3737,Yes,95.8,10,Completed,Yes,Yes,Yes,2023-07-20,0.0,0.0,,8,6
848,Research & Development,Research Scientist,Female,26,2,Travel_Frequently,8,1,2366,Yes,94.7,15,Completed,Yes,Yes,Yes,2018-08-02,1.0,0.0,0.7,4,3
850,Research & Development,Research Scientist,Male,27,3,Non-Travel,0,1,1706,No,41.8,25,In Progress,Yes,No,Yes,,0.0,0.0,,2,2
851,Sales,Manager,Female,51,4,Travel_Rarely,20,4,16307,Yes,92.9,18,Completed,Yes,Yes,Yes,2016-08-20,0.0,0.0,,4,3
852,Research & Development,Healthcare Representative,Male,44,3,Travel_Rarely,5,2,5933,Yes,93.7,16,Completed,Yes,Yes,Yes,2021-06-29,0.0,0.0,,4,4
854,Research & Development,Research Scientist,Male,25,1,Travel_Rarely,4,1,3424,Yes,92.6,17,Completed,Yes,Yes,Yes,2022-07-19,0.0,0.0,,7,5
855,Sales,Sales Executive,Male,33,3,Travel_Rarely,9,2,4037,Yes,81.3,17,Completed,Yes,Yes,Yes,2017-08-11,0.0,0.0,,2,2
856,Research & Development,Research Scientist,Female,35,1,Travel_Rarely,6,1,2559,Yes,89.2,9,Completed,Yes,Yes,Yes,2020-06-11,0.0,0.0,,5,4
857,Sales,Sales Executive,Male,36,2,Travel_Rarely,18,2,6201,Yes,80.9,8,Completed,Yes,Yes,Yes,2016-08-10,1.0,0.0,11.1,4,4
859,Sales,Sales Executive,Male,32,4,Travel_Rarely,5,2,4403,Yes,80.8,9,Completed,Yes,Yes,Yes,2021-06-15,0.0,0.0,,4,4
861,Research & Development,Research Scientist,Male,30,4,Travel_Frequently,5,1,3761,Yes,88.0,18,Completed,Yes,Yes,Yes,2021-07-18,0.0,0.0,,6,6
862,Sales,Sales Executive,Female,53,2,Travel_Rarely,5,3,10934,Yes,89.5,5,Completed,Yes,Yes,Yes,2021-07-03,0.0,0.0,,7,6
864,Sales,Sales Executive,Male,45,3,Travel_Rarely,5,3,10761,Yes,92.9,9,Completed,Yes,Yes,Yes,2021-06-23,0.0,0.0,,7,5
865,Research & Development,Research Scientist,Female,32,2,Travel_Rarely,5,2,5175,Yes,97.2,5,Completed,Yes,Yes,Yes,2021-07-15,0.0,0.0,,5,5
867,Research & Development,Manufacturing Director,Female,52,4,Travel_Frequently,9,4,13826,Yes,93.1,9,Completed,Yes,Yes,Yes,2017-06-17,1.0,0.0,3.5,4,4
868,Sales,Sales Executive,Male,37,4,Travel_Rarely,1,2,6334,Yes,88.7,11,Completed,Yes,Yes,Yes,2026-01-12,1.0,0.0,1.8,7,5
869,Human Resources,Human Resources,Male,28,2,Travel_Rarely,5,1,4936,Yes,88.8,11,Completed,Yes,Yes,Yes,2021-06-26,0.0,0.0,,6,6
872,Research & Development,Manufacturing Director,Male,22,2,Travel_Rarely,2,2,4775,Yes,99.5,12,Completed,Yes,Yes,Yes,2024-07-22,0.0,0.0,,8,6
874,Research & Development,Laboratory Technician,Male,44,4,Travel_Rarely,3,1,2818,Yes,90.0,17,Completed,Yes,Yes,Yes,2023-07-05,0.0,0.0,,6,4
875,Research & Development,Research Scientist,Male,42,1,Travel_Frequently,2,1,2515,Yes,85.3,6,Completed,Yes,Yes,Yes,2024-07-04,0.0,0.0,,8,8
878,Human Resources,Human Resources,Male,36,3,Travel_Rarely,5,1,2342,Yes,88.5,11,Completed,Yes,Yes,Yes,2021-06-27,0.0,0.0,,7,5
879,Sales,Sales Executive,Male,25,1,Travel_Rarely,5,2,4194,Yes,99.9,7,Completed,Yes,Yes,Yes,2021-07-01,0.0,0.0,,5,5
880,Research & Development,Manufacturing Director,Female,35,3,Travel_Rarely,17,3,10685,Yes,85.9,6,Completed,Yes,Yes,Yes,2016-08-08,0.0,0.0,,5,4
881,Research & Development,Research Scientist,Female,35,4,Travel_Frequently,10,1,2022,Yes,86.6,9,Completed,Yes,Yes,Yes,2016-08-11,0.0,0.0,,5,5
882,Research & Development,Laboratory Technician,Male,32,3,Non-Travel,3,1,2314,Yes,88.9,16,Completed,Yes,Yes,Yes,2023-07-29,0.0,0.0,,3,2
885,Sales,Sales Executive,Male,25,1,Travel_Rarely,5,2,4256,Yes,83.3,12,Completed,Yes,Yes,Yes,2021-07-17,0.0,0.0,,7,5
887,Research & Development,Research Scientist,Female,49,3,Travel_Rarely,4,1,3580,Yes,88.9,16,Completed,Yes,Yes,Yes,2022-07-26,1.0,0.0,10.1,4,3
888,Research & Development,Laboratory Technician,Male,24,1,Non-Travel,5,1,3162,Yes,98.2,14,Completed,Yes,Yes,Yes,2021-06-21,0.0,0.0,,7,7
889,Sales,Sales Executive,Male,32,2,Travel_Frequently,10,2,6524,Yes,85.5,17,Completed,Yes,Yes,Yes,2016-08-19,0.0,0.0,,5,5
893,Sales,Sales Representative,Male,38,3,Travel_Rarely,2,1,2899,Yes,81.1,15,Completed,Yes,Yes,Yes,2024-06-16,2.0,0.0,5.35,2,2
894,Research & Development,Laboratory Technician,Female,42,3,Travel_Rarely,5,2,5231,Yes,88.1,13,Completed,Yes,Yes,Yes,2021-07-05,0.0,0.0,,9,6
895,Research & Development,Research Scientist,Male,31,4,Travel_Rarely,6,1,2356,Yes,95.0,7,Completed,Yes,Yes,Yes,2020-06-18,1.0,0.0,5.0,5,5
896,Sales,Sales Representative,Female,29,3,Travel_Rarely,3,1,2800,Yes,80.6,18,Completed,Yes,Yes,Yes,2023-06-20,2.0,1.0,11.049999999999999,2,2
897,Sales,Sales Executive,Male,53,3,Travel_Rarely,2,4,11836,Yes,93.6,12,Completed,Yes,Yes,Yes,2024-07-05,1.0,0.0,5.2,7,7
899,Research & Development,Manufacturing Director,Male,35,3,Travel_Rarely,13,3,10903,Yes,82.5,8,Completed,Yes,Yes,Yes,2016-08-10,0.0,0.0,,7,7
900,Sales,Sales Representative,Female,37,2,Travel_Frequently,5,1,2973,Yes,92.9,10,Completed,Yes,Yes,Yes,2021-06-23,1.0,0.0,1.3,7,6
901,Research & Development,Research Director,Female,53,4,Travel_Rarely,12,4,14275,Yes,99.0,5,Completed,Yes,Yes,Yes,2016-08-07,0.0,0.0,,6,6
902,Research & Development,Healthcare Representative,Female,43,3,Travel_Frequently,5,2,5562,Yes,83.1,12,Completed,Yes,Yes,Yes,2021-07-06,1.0,1.0,28.9,7,6
903,Sales,Sales Executive,Female,47,2,Travel_Rarely,7,2,4537,Yes,87.4,12,Completed,Yes,Yes,Yes,2019-06-15,0.0,0.0,,4,4
904,Sales,Sales Executive,Male,37,2,Non-Travel,10,3,7642,Yes,81.5,7,Completed,Yes,Yes,Yes,2016-08-09,1.0,0.0,3.6,7,7
905,Research & Development,Manager,Male,50,4,Non-Travel,31,4,17924,Yes,87.3,10,Completed,Yes,Yes,Yes,2016-08-12,1.0,0.0,2.9,7,5
909,Human Resources,Human Resources,Female,39,3,Travel_Rarely,5,2,5204,Yes,85.6,6,Completed,Yes,Yes,Yes,2021-06-27,0.0,0.0,,6,5
910,Human Resources,Human Resources,Male,33,2,Travel_Rarely,4,1,2277,Yes,94.7,12,Completed,Yes,Yes,Yes,2022-08-12,1.0,0.0,10.2,7,6
911,Research & Development,Laboratory Technician,Male,32,4,Travel_Rarely,1,1,2795,Yes,91.2,9,Completed,Yes,Yes,Yes,2025-10-01,0.0,0.0,,6,6
912,Research & Development,Laboratory Technician,Female,29,1,Travel_Rarely,4,1,2532,Yes,85.2,12,Completed,Yes,Yes,Yes,2022-06-25,1.0,0.0,11.2,9,7
913,Research & Development,Research Scientist,Male,44,2,Travel_Rarely,8,1,2559,Yes,99.9,9,Completed,Yes,Yes,Yes,2018-07-29,0.0,0.0,,6,5
916,Sales,Sales Executive,Male,28,4,Travel_Rarely,4,2,4908,Yes,98.3,12,Completed,Yes,Yes,Yes,2022-06-30,0.0,0.0,,4,4
918,Research & Development,Laboratory Technician,Male,58,1,Travel_Frequently,1,1,2380,Yes,97.1,12,Completed,Yes,Yes,Yes,2025-12-24,1.0,0.0,2.8,3,3
920,Research & Development,Manufacturing Director,Female,43,3,Travel_Rarely,1,2,4765,Yes,72.3,25,In Progress,Yes,Yes,Yes,,2.0,0.0,5.75,3,3
922,Sales,Sales Representative,Female,20,3,Travel_Rarely,2,1,2044,Yes,86.9,6,Completed,Yes,Yes,Yes,2024-06-25,1.0,0.0,3.6,5,4
923,Research & Development,Research Scientist,Female,21,1,Travel_Rarely,1,1,2693,Yes,97.8,18,Completed,Yes,Yes,Yes,2025-10-02,1.0,0.0,2.1,8,6
